area_id,area_name,source,calendar_quarter,sex,age_group,population,asfr
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y000_004,153064.57213095785,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y005_009,132498.87035942625,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y010_014,112852.9225936062,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y015_019,96978.27215976416,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y020_024,79425.38463923619,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y025_029,58595.526325044164,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y030_034,48451.54472039347,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y035_039,38644.11066269503,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y040_044,33154.094830188216,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y045_049,26033.828393896638,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y050_054,20529.789059427185,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y055_059,13793.837388095817,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y060_064,11832.082706764655,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y065_069,10143.424438328693,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y070_074,8239.05387321369,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y075_079,5662.284489456102,
MWI_2_1_demo,Northern,Census 2018,CY2009Q2,male,Y080_999,6338.964711771057,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y000_004,155371.77169239227,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y005_009,138321.78932338746,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y010_014,123654.49739028409,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y015_019,105669.88395300861,0.14489384488785614
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y020_024,87000.69581635113,0.25142534783313153
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y025_029,65635.49752151512,0.22592277464189178
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y030_034,56084.44730984021,0.18692127916581566
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y035_039,46437.51242300658,0.12923472674515876
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y040_044,36860.778127708174,0.06097878658960237
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y045_049,28312.666828081547,0.022970435748220747
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y050_054,22475.04232087824,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y055_059,16428.35361325847,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y060_064,13797.188428754158,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y065_069,12810.499709568225,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y070_074,10028.272296132429,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y075_079,7391.033998116221,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,female,Y080_999,6832.39260337069,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y000_004,155728.57325797985,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y005_009,134454.89084972584,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y010_014,118929.61509861359,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y015_019,99832.50340270883,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y020_024,82822.58674401553,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y025_029,60424.53232601258,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y030_034,49209.79040324357,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y035_039,40560.78575002198,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y040_044,33810.732478026825,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y045_049,27253.909902547322,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y050_054,21091.985495297882,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y055_059,14777.998397168418,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y060_064,11581.161513231644,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y065_069,10509.221527373407,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y070_074,8231.25966066189,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y075_079,6002.540362529638,
MWI_2_1_demo,Northern,Census 2018,CY2010Q2,male,Y080_999,6511.846396648841,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y000_004,157414.88286363322,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y005_009,140542.68563687743,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y010_014,130212.88341287988,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y015_019,108288.56495892651,0.14361185309800387
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y020_024,91515.79798148495,0.24658399233497616
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y025_029,66855.18327597521,0.21936003217005695
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y030_034,57498.5484660088,0.17856857379933203
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y035_039,48212.57266446538,0.1208662610247378
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y040_044,38016.98346588468,0.05685275980000001
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y045_049,29191.8451395137,0.021482492792648505
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y050_054,23149.5555045641,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y055_059,17425.58963953555,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y060_064,13597.027540459547,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y065_069,13305.486941867439,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y070_074,10101.64500094912,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y075_079,7739.52374638403,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,female,Y080_999,6922.084920898579,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y000_004,158376.2846121792,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y005_009,135998.47716006625,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y010_014,125432.75960408516,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y015_019,102687.38640420458,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y020_024,86120.34734017703,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y025_029,62486.42994977945,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y030_034,50002.70892300463,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y035_039,42716.72439955126,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y040_044,34455.95782630807,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y045_049,28538.315862732466,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y050_054,21593.35532032358,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y055_059,15884.415985928676,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y060_064,11397.457189045348,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y065_069,10902.464574049694,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y070_074,8219.383456442341,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y075_079,6289.412245282864,
MWI_2_1_demo,Northern,Census 2018,CY2011Q2,male,Y080_999,6733.737956550828,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y000_004,159671.42442674123,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y005_009,142496.64432973662,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y010_014,136930.38273405386,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y015_019,111198.31977690932,0.14227639910754833
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y020_024,95819.79171104527,0.2442940433076425
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y025_029,68354.57078634745,0.21456809813549557
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y030_034,59050.069479692844,0.1712017148449473
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y035_039,49976.452030131106,0.1149984186546935
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y040_044,39222.836641008274,0.05402059008525366
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y045_049,30070.197886188682,0.02040147908988793
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y050_054,23856.04863403001,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y055_059,18431.65682629326,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y060_064,13583.98960975132,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y065_069,13737.952146168049,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y070_074,10209.565405343006,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y075_079,8017.661440550408,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,female,Y080_999,7164.341306377002,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y000_004,161179.48480028223,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y005_009,137107.4844156528,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y010_014,132071.28814717982,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y015_019,105934.46690005502,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y020_024,89185.97418464276,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y025_029,64535.716601390566,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y030_034,51131.267804875744,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y035_039,44887.590476427555,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y040_044,35312.57782725297,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y045_049,29739.49953332068,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y050_054,22162.055883743655,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y055_059,16937.445160523977,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y060_064,11425.760532828754,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y065_069,11241.63894435595,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y070_074,8255.356664279145,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y075_079,6532.725766410136,
MWI_2_1_demo,Northern,Census 2018,CY2012Q2,male,Y080_999,6976.726807557348,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y000_004,162374.1877784396,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y005_009,143950.64734359263,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y010_014,143551.04936069748,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y015_019,114719.54503996487,0.1326450099922652
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y020_024,99733.89119059051,0.22637049328295467
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y025_029,70096.43035121507,0.19724109007816107
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y030_034,60819.91130865343,0.15714640742660238
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y035_039,51696.22793595626,0.10579867026013305
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y040_044,40499.22114925406,0.04910406507688607
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y045_049,30947.37526471025,0.018583177692710357
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y050_054,24665.252196233603,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y055_059,19343.777353000907,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y060_064,13853.681650286926,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y065_069,14060.574494780589,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y070_074,10340.806081198629,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y075_079,8237.513904570824,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,female,Y080_999,7532.201819417506,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y000_004,164406.38704172138,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y005_009,137531.2011686406,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y010_014,138622.76611419753,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y015_019,109730.28503364313,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y020_024,92127.50624514514,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y025_029,66449.81777828572,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y030_034,52714.85346456026,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y035_039,46908.65869813009,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y040_044,36528.88765740249,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y045_049,30754.287081617225,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y050_054,22878.658970771277,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y055_059,17832.860487523983,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y060_064,11772.382858292754,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y065_069,11491.453078634864,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y070_074,8338.088181889261,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y075_079,6718.8640625576645,
MWI_2_1_demo,Northern,Census 2018,CY2013Q2,male,Y080_999,7239.11330876559,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y000_004,162064.77694362903,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y005_009,148965.86412831294,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y010_014,149933.48792194595,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y015_019,118970.54698708665,0.13121584577438022
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y020_024,102992.27216922068,0.21872646438056495
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y025_029,72207.84670155557,0.18813933595037302
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y030_034,62785.36846900246,0.1481775434016079
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y035_039,53355.833438568865,0.09837965861529437
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y040_044,41869.18798473179,0.045409729065314354
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y045_049,31781.083929176824,0.01711757352750814
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y050_054,25587.859323535667,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y055_059,20127.370245905888,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y060_064,14437.065289609143,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y065_069,14248.734621312336,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y070_074,10533.934952990297,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y075_079,8400.539463161002,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,female,Y080_999,8023.006654780272,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y000_004,162982.14152090394,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y005_009,143127.02252549498,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y010_014,144937.7577907595,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y015_019,114254.31059048073,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y020_024,94708.47149017811,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y025_029,68202.94869229842,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y030_034,54851.088855515816,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y035_039,48713.96918734686,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y040_044,38194.81380110615,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y045_049,31535.26069214291,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y050_054,23795.944856007784,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y055_059,18502.518041521576,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y060_064,12463.529229429401,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y065_069,11623.952904638496,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y070_074,8513.48719428729,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y075_079,6839.178027555131,
MWI_2_1_demo,Northern,Census 2018,CY2014Q2,male,Y080_999,7520.862648462091,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y000_004,161861.15128298427,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y005_009,154161.08715427914,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y010_014,156044.78970510143,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y015_019,123825.42384524166,0.12799082415953192
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y020_024,105738.19481227966,0.2096564586889465
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y025_029,74602.31904256952,0.1786768648898169
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y030_034,64946.01419699925,0.14060845657802376
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y035_039,55003.159476754605,0.09258581281051748
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y040_044,43314.514170528455,0.0431281628795653
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y045_049,32587.1859606289,0.01631927842148529
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y050_054,26594.0251711042,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y055_059,20831.820745671645,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y060_064,15273.885726190369,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y065_069,14338.699759216866,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y070_074,10779.14608334006,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y075_079,8530.834019141017,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,female,Y080_999,8611.642068351066,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y000_004,161713.30061578556,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y005_009,148729.7482442773,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y010_014,150976.42019669106,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y015_019,119359.56026078695,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y020_024,97012.65758208871,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y025_029,69844.78784434478,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y030_034,57414.45321934872,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y035_039,50394.808346956655,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y040_044,40245.08701596921,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y045_049,32153.846320590746,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y050_054,24871.392385194777,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y055_059,19018.150313078844,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y060_064,13418.159930585125,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y065_069,11673.863432975118,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y070_074,8752.477643709453,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y075_079,6942.1200854828985,
MWI_2_1_demo,Northern,Census 2018,CY2015Q2,male,Y080_999,7804.641242656229,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y000_004,161663.01295350798,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y005_009,159662.60733371423,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y010_014,161993.1110533295,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y015_019,129032.90993687983,0.12804960389564032
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y020_024,108284.90497770498,0.2098026489835841
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y025_029,77032.59696740414,0.17944090844154625
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y030_034,67350.99166444961,0.1406191784449922
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y035_039,56702.547092321605,0.09234456243056728
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y040_044,44789.061597424305,0.043380488506904576
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y045_049,33380.736755414095,0.016472948368228157
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y050_054,27658.161117908992,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y055_059,21504.946589343628,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y060_064,16273.537973708435,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y065_069,14455.032125758344,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y070_074,11014.463483278894,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y075_079,8649.91973081798,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,female,Y080_999,9292.072788056379,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,male,Y000_004,160462.89810963476,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,male,Y005_009,154554.96767399617,
MWI_2_1_demo,Northern,Census 2018,CY2016Q2,male,Y010_014,156741.9848397242,
