area_id,area_name,source,calendar_quarter,sex,age_group,population,asfr
MWI_3_10_demo,Dowa,Census 2018,CY2009Q2,male,Y035_039,14407.576514502254,
MWI_3_10_demo,Dowa,Census 2018,CY2009Q2,male,Y040_044,11177.578334859918,
MWI_3_10_demo,Dowa,Census 2018,CY2009Q2,male,Y045_049,9091.98818946556,
MWI_3_10_demo,Dowa,Census 2018,CY2009Q2,male,Y050_054,6667.644409376699,
MWI_3_10_demo,Dowa,Census 2018,CY2009Q2,male,Y055_059,5115.340697059617,
MWI_3_10_demo,Dowa,Census 2018,CY2009Q2,male,Y060_064,3841.8600862820263,
MWI_3_10_demo,Dowa,Census 2018,CY2009Q2,male,Y065_069,3367.2411082160825,
MWI_3_10_demo,Dowa,Census 2018,CY2009Q2,male,Y070_074,2434.4801412833413,
MWI_3_10_demo,Dowa,Census 2018,CY2009Q2,male,Y075_079,1826.5648279858724,
MWI_3_10_demo,Dowa,Census 2018,CY2009Q2,male,Y080_999,2007.391182539374,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y000_004,52431.884872041024,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y005_009,42481.68610998618,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y010_014,40202.801136432485,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y015_019,34452.475653561065,0.10792127991544134
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y020_024,28407.53705910652,0.2598361142894434
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y025_029,21631.908340218517,0.2266228134273643
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y030_034,18816.023850079517,0.203521788242727
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y035_039,16011.059183048555,0.15664675581608262
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y040_044,11722.58422774944,0.0831868321308528
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y045_049,8908.046421375413,0.03222357955008385
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y050_054,7217.1738395987395,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y055_059,5642.165658228426,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y060_064,4450.189330627514,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y065_069,4104.365778194502,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y070_074,3377.246808435215,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y075_079,2613.1448040344967,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,female,Y080_999,2863.383059566015,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y000_004,52380.09679971671,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y005_009,41309.32638713194,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y010_014,38192.36189488482,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y015_019,33078.12296895032,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y020_024,27748.1500877326,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y025_029,21687.24455307753,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y030_034,17522.245911182814,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y035_039,14916.262027122604,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y040_044,11855.444402610325,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y045_049,9374.304773194322,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y050_054,7047.921538913561,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y055_059,5233.536618377216,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y060_064,3978.071016435473,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y065_069,3419.015273689334,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y070_074,2545.7234340985597,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y075_079,1824.358833910802,
MWI_3_10_demo,Dowa,Census 2018,CY2010Q2,male,Y080_999,2050.59957503734,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y000_004,54022.058312695175,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y005_009,42811.89053047335,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y010_014,41924.37836042062,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y015_019,35783.83089008384,0.10670921332325849
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y020_024,29779.429142758512,0.25492615683333264
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y025_029,22540.974976228397,0.21983463077803628
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y030_034,19137.443004420937,0.1950932739698592
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y035_039,16813.255886963714,0.14691299863028512
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y040_044,12360.441116368564,0.07762111076165287
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y045_049,9156.422883202744,0.02994074326355577
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y050_054,7453.988985539561,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y055_059,5903.944279322002,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y060_064,4544.202455501673,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y065_069,4214.218728758241,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y070_074,3429.260421345532,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y075_079,2724.9736388739348,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,female,Y080_999,2963.6486046632003,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y000_004,54065.3824222872,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y005_009,41599.09714581401,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y010_014,40009.45982919862,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y015_019,34154.746874543605,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y020_024,28892.300218058812,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y025_029,22508.81575744064,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y030_034,18102.025153211205,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y035_039,15401.508708757918,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y040_044,12588.135041316304,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y045_049,9644.25525976393,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y050_054,7449.951541216676,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y055_059,5361.656410965352,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y060_064,4140.033907690597,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y065_069,3465.2960300180125,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y070_074,2665.407937448159,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y075_079,1834.0823856696877,
MWI_3_10_demo,Dowa,Census 2018,CY2011Q2,male,Y080_999,2096.0737430120603,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y000_004,55511.0341457746,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y005_009,43169.0263799878,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y010_014,43729.271533532585,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y015_019,37092.52701114684,0.10549841619398737
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y020_024,31122.32138231731,0.25145514086937704
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y025_029,23482.26761334955,0.21519727755542908
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y030_034,19580.24787948463,0.1872996738873966
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y035_039,17532.57304189336,0.13960247100722856
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y040_044,13009.189572583058,0.073397248784606
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y045_049,9459.462816891792,0.028523398535269303
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y050_054,7694.89470328761,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y055_059,6175.336214958444,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y060_064,4664.200901019491,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y065_069,4347.498156787377,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y070_074,3476.0690922392523,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y075_079,2835.064050562644,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,female,Y080_999,3086.693209520983,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y000_004,55619.41862196707,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y005_009,41877.13256794086,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y010_014,41929.91496742491,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y015_019,35272.577236144185,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y020_024,29970.89374033048,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y025_029,23298.184143958733,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y030_034,18771.654573296262,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y035_039,15895.48027561144,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y040_044,13315.497232445832,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y045_049,9961.828103905902,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y050_054,7831.106069049413,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y055_059,5522.18998888058,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y060_064,4309.346329139253,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y065_069,3538.225670885165,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y070_074,2765.654393832812,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y075_079,1869.7553150078663,
MWI_3_10_demo,Dowa,Census 2018,CY2012Q2,male,Y080_999,2137.444432053175,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y000_004,56935.96041170933,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y005_009,43484.20105702896,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y010_014,45653.83315821702,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y015_019,38388.78650566433,0.09759103512604796
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y020_024,32419.8685987482,0.2322014476190788
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y025_029,24402.487950631512,0.19605463154102784
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y030_034,20224.35056094548,0.1706032406491253
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y035_039,18137.376444945763,0.12758332540923906
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y040_044,13655.004875715616,0.06658761707015953
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y045_049,9826.191097029914,0.02571632091797105
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y050_054,7945.17618936534,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y055_059,6442.782517521144,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y060_064,4816.926552939162,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y065_069,4515.157453550267,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y070_074,3515.984442724519,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y075_079,2947.469427354284,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,female,Y080_999,3225.16629066233,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y000_004,57127.75175334805,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y005_009,42035.86605117442,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y010_014,43952.518288237035,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y015_019,36485.79151528705,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y020_024,30954.921491559875,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y025_029,24033.567676132156,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y030_034,19539.9092623218,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y035_039,16423.86579149852,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y040_044,13996.415632172188,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y045_049,10366.263623902303,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y050_054,8158.748607012665,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y055_059,5738.238123002814,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y060_064,4459.08327782909,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y065_069,3664.669222983792,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y070_074,2837.580575026656,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y075_079,1934.2103818860112,
MWI_3_10_demo,Dowa,Census 2018,CY2013Q2,male,Y080_999,2174.133295758073,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y000_004,56219.80216562549,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y005_009,46139.41528714993,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y010_014,47702.60326956087,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y015_019,39674.34856657629,0.09681668192225912
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y020_024,33666.98185546899,0.2248687666554912
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y025_029,25285.52960765988,0.18806773597624482
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y030_034,21091.243131276275,0.1617570839842064
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y035_039,18614.228746924717,0.11933064184333875
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y040_044,14291.60757145652,0.06176845791726056
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y045_049,10264.329761850084,0.02380796383605456
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y050_054,8198.727956981802,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y055_059,6711.027565049762,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y060_064,5000.554924590459,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y065_069,4715.951930835938,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y070_074,3550.430654314737,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y075_079,3068.7713341700437,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,female,Y080_999,3378.3427885292667,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y000_004,56215.77719935618,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y005_009,44776.87204189303,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y010_014,46066.77653804045,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y015_019,37814.67522417685,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y020_024,31844.85011589381,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y025_029,24728.54753032269,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y030_034,20377.950377587236,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y035_039,17004.430362516883,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y040_044,14622.443146468544,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y045_049,10870.457832549051,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y050_054,8420.18878669193,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y055_059,6016.513603647206,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y060_064,4593.3251064849965,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y065_069,3850.7358616072697,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y070_074,2872.9182133799445,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y075_079,2031.8265960375345,
MWI_3_10_demo,Dowa,Census 2018,CY2014Q2,male,Y080_999,2210.676915259826,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y000_004,55512.645823267936,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y005_009,48761.07500574161,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y010_014,49885.344060449825,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y015_019,40951.46185452252,0.094321033945122
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y020_024,34871.77815163769,0.2145575866479965
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y025_029,26133.94782287808,0.17817746013071495
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y030_034,22132.37859009898,0.15248575125571057
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y035_039,19005.97527502401,0.11222627538970102
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y040_044,14921.613869702724,0.05852824976759672
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y045_049,10756.100137837617,0.02258520744565952
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y050_054,8458.001175432508,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y055_059,6979.800878300589,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y060_064,5212.056035612337,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y065_069,4950.303208394897,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y070_074,3583.4843566205427,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y075_079,3196.8059163351054,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,female,Y080_999,3554.218607206373,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y000_004,55323.56188497132,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y005_009,47435.35761703319,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y010_014,48276.33922966033,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y015_019,39249.490574190095,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y020_024,32643.934102647516,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y025_029,25397.573513679057,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y030_034,21241.471413395044,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y035_039,17646.20255008077,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y040_044,15209.822361637516,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y045_049,11462.271405758203,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y050_054,8626.627368757818,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y055_059,6347.00235307547,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y060_064,4717.315300162325,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y065_069,4092.6084138640495,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y070_074,2882.187980876431,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y075_079,2153.741003385741,
MWI_3_10_demo,Dowa,Census 2018,CY2015Q2,male,Y080_999,2254.206086987352,
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y000_004,54763.3300448759,
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y005_009,51392.109538716584,
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y010_014,52200.33079889849,
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y015_019,42249.26869158405,0.09476120588166928
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y020_024,36025.79330666061,0.21552502959398775
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y025_029,26940.570894575692,0.17968044412620188
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y030_034,23306.197066582325,0.15301207896089536
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y035_039,19392.655819917185,0.11209351086777566
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y040_044,15504.765805420267,0.0592194544437615
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y045_049,11286.028754134186,0.022983260597006734
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y050_054,8741.499926260187,
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y055_059,7259.066546673796,
MWI_3_10_demo,Dowa,Census 2018,CY2016Q2,female,Y060_064,5440.316354895183,
