indicator,survey_id,survey_mid_calendar_quarter,area_id,area_name,res_type,sex,age_group,n_clusters,n_observations,n_eff_kish,estimate,std_error,ci_lower,ci_upper
prevalence,DEMO2004DHS,CY2004Q4,MWI,Malawi - Demo,all,female,Y020_024,360,691,403.0258867454954,0.1318823342379176,0.01550449267863665,0.10434605439614603,0.16534379471773056
prevalence,DEMO2004DHS,CY2004Q4,MWI,Malawi - Demo,all,female,Y025_029,316,527,338.8680789039928,0.155416112608967,0.01800074740231498,0.12330267431003653,0.19404212740149487
prevalence,DEMO2004DHS,CY2004Q4,MWI,Malawi - Demo,all,female,Y030_034,265,388,231.7394324921088,0.18074151193564464,0.022649633568576858,0.14050150081998142,0.229429989284375
prevalence,DEMO2004DHS,CY2004Q4,MWI,Malawi - Demo,all,female,Y035_039,210,277,197.91404834232927,0.1700220526937173,0.02440289936970295,0.1273709351558823,0.22330052816808277
prevalence,DEMO2004DHS,CY2004Q4,MWI,Malawi - Demo,all,female,Y040_044,189,245,158.7257531036972,0.17890917633085865,0.029299541228726394,0.1284567821273741,0.24363774551903508
prevalence,DEMO2004DHS,CY2004Q4,MWI,Malawi - Demo,all,female,Y045_049,149,191,125.79939337357618,0.13320713879285628,0.025726659989756446,0.09033099198408666,0.19213617084899293
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,both,Y015_049,59,818,682.9000358968342,0.08084591142379016,0.014214334262414034,0.057010493676886875,0.11344774622498961
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,both,Y015_024,59,381,320.7521139136491,0.05521357349013285,0.013709922928539764,0.03373623463243059,0.08910308454584569
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,both,Y025_034,57,233,189.4694738335326,0.08163347640901923,0.02150543874922983,0.048218872147513026,0.13492120260372054
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,both,Y035_049,53,204,172.77406905399647,0.12885068095938812,0.03264485114327334,0.07718878730705482,0.20732135418081415
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,both,Y015_019,51,192,161.44911948149738,0.03629755179053524,0.014896563038721819,0.016084237988094933,0.07985167151986153
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,both,Y020_024,58,189,159.35183124825093,0.0748574775098684,0.02564525948912208,0.03768236269362598,0.14324799182718967
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,both,Y025_029,50,140,113.60310466628664,0.07912332582480067,0.02659702736347505,0.04031963743123887,0.14945586636785435
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,both,Y030_034,44,93,75.88766118112129,0.08531089359656077,0.025149710680001075,0.04724681015077898,0.1492375762535379
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,both,Y035_039,41,71,60.11805457096836,0.2066345112978394,0.06779768960795496,0.10378159357395011,0.36940520534899435
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,both,Y040_044,42,82,69.15899836944382,0.08509469894773733,0.039423655757438086,0.0333252645958327,0.20059730512178023
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,both,Y045_049,32,51,43.92645640370835,0.08312417995296885,0.03258729056663825,0.0377363644968351,0.17327265399038305
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,male,Y015_049,59,370,303.4410374957396,0.053952851177479146,0.012031596903212193,0.03468375914069255,0.08300664803514358
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,male,Y015_024,50,156,128.89783790275106,0.007033079930425561,0.007035829239617378,9.82241696061283e-4,0.04854714143482944
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,male,Y025_034,48,124,99.20965819756186,0.08178642817109323,0.025937133476256036,0.04330357988731568,0.1491368984394607
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,male,Y035_049,46,90,75.5689739286461,0.0999458626769156,0.037506684937094914,0.04675205797893528,0.2009069178532547
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,male,Y015_019,38,81,68.28207217508437,0,0,NA,NA
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,male,Y020_024,43,75,60.63565527653286,0.014758515783486713,0.014571450957519242,0.00209694376136582,0.0964804082173319
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,male,Y025_029,40,73,58.29171106088089,0.07334719496031429,0.03128745608521807,0.031110481837563455,0.16326351934026415
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,male,Y030_034,31,51,40.92743974370019,0.09404782689975254,0.03749786287255215,0.04197637719362907,0.1974037426783598
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,male,Y035_039,25,32,26.435894010566265,0.23880607656788502,0.08511917232643147,0.11135165775219338,0.4399255188427713
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,male,Y040_044,26,33,28.090977253496927,0,0,NA,NA
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,male,Y045_049,21,25,21.491705252369286,0.03027327930033361,0.03044074664067989,0.004073867052119509,0.19241135224983422
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,male,Y050_054,19,24,22.209622335120468,0.11809912274026554,0.07940647995512597,0.029174416246368316,0.3737281024671545
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,female,Y015_049,59,448,380.5690468811785,0.10409380817158514,0.01872476080917944,0.07269078913529003,0.14691386706624693
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,female,Y015_024,56,225,192.41423312099906,0.0903384224397131,0.021411814146528464,0.056242837792053225,0.14199362648458902
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,female,Y025_034,50,109,91.00364998026082,0.08144435384849791,0.023660533004523712,0.04553105934516242,0.141485714966147
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,female,Y035_049,48,114,97.2291338161943,0.15185605806650937,0.03955862269646725,0.08930871348026542,0.24635837928207038
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,female,Y015_019,41,111,93.23999200167576,0.06404415264816217,0.024851057389993103,0.02946739547497971,0.1336076249397421
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,female,Y020_024,49,114,99.3494496604483,0.11655067320936324,0.04201153979346799,0.05597776266652891,0.22691379388523214
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,female,Y025_029,39,67,56.089802103147235,0.0862118013988114,0.03390504588865045,0.0390034385645683,0.17986499023272198
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,female,Y030_034,30,42,35.04747736973578,0.07438774939465635,0.035993302799363185,0.02803874661368032,0.18293321372963778
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,female,Y035_039,27,39,33.903262368727205,0.17830921409329267,0.07619414867235373,0.07262081868414624,0.3755266961428926
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,female,Y040_044,33,49,41.24237690872986,0.137362234099269,0.061553080803938856,0.05439767661628403,0.30592371378883765
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_1_demo,Northern,all,female,Y045_049,19,26,22.53879792069016,0.13867137775781999,0.06028247677298819,0.056488700904288175,0.30213101925075214
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,both,Y015_049,183,1802,860.6230278356741,0.06482520088013055,0.008570462418680393,0.04991994002676742,0.0837884334911856
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,both,Y015_024,169,708,328.0675938092414,0.02713420305637196,0.006338670520511202,0.017122729247122624,0.042744707518876206
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,both,Y025_034,168,617,296.25051518428063,0.08108320904054951,0.01512901091310715,0.05595158156658866,0.116114721514397
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,both,Y035_049,158,477,236.9183052334139,0.09537966319279431,0.016830118760622056,0.06710978026288984,0.13384955489357275
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,both,Y015_019,139,325,162.33179533691376,0.006782996308878079,0.004187294957331586,0.0020157971394493615,0.022569279581044963
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,both,Y020_024,143,383,168.7304347006158,0.04329228559312385,0.010542760153286026,0.026741775697310694,0.06935597950312425
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,both,Y025_029,146,355,166.00520201457505,0.041102410795448796,0.011409833771897715,0.023727301253089157,0.07028501901635578
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,both,Y030_034,129,262,130.25519661712093,0.1314480790034401,0.02907609959106462,0.08414095591916813,0.19955757313742464
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,both,Y035_039,115,186,87.9585919888583,0.10337031733233346,0.027159943641945,0.0609586546532141,0.1699493181421853
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,both,Y040_044,104,178,94.0037230020702,0.11874207184102237,0.02824039867145834,0.07355354730232219,0.18611553661879315
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,both,Y045_049,80,113,56.01575173357372,0.04884609369498194,0.017394280210196473,0.024061299100872315,0.09663306278995307
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,male,Y015_049,180,826,385.47598068912066,0.06377235362792519,0.012930514487961974,0.042655306936395104,0.0943137485020496
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,male,Y015_024,125,298,140.14386899903997,0.011934792069687013,0.007000020099347298,0.0037593653064609046,0.037224861423313334
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,male,Y025_034,142,298,141.53039442764958,0.09333461035015143,0.023757094712194126,0.056050381498249084,0.15144105324628993
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,male,Y035_049,133,230,105.82723768848771,0.083173552731618,0.02105230553873298,0.05015950343384459,0.134832312783509
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,male,Y015_019,88,146,73.88704080867186,0,0,NA,NA
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,male,Y020_024,94,152,67.16750609670886,0.02310969513045576,0.013575700111865749,0.0072266080867042,0.07139128738608203
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,male,Y025_029,120,180,83.07914016287009,0.025903837035507457,0.009853038843365176,0.01221916414533004,0.05407544825391124
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,male,Y030_034,83,118,58.62119080506699,0.19591191676077446,0.0535499597136807,0.11122369238180521,0.32174038397301047
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,male,Y035_039,76,92,41.14775588204192,0.09809612063698867,0.03693293956181225,0.04579332064147319,0.1977561021949921
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,male,Y040_044,65,82,41.05648844920297,0.07759956745052991,0.033961733171370675,0.032128165572238916,0.17574171117167542
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,male,Y045_049,47,56,25.278973296318334,0.06456224357472422,0.027995947088509922,0.027068664459924674,0.14618608305218567
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,male,Y050_054,42,53,30.281033900095075,0.03602065729692786,0.02684984042501167,0.00814213106977011,0.1453649965501744
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,female,Y015_049,178,976,482.7716318670381,0.06583974277504155,0.009149924759026587,0.05002070066276038,0.08620757017256309
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,female,Y015_024,158,410,187.93558096427918,0.03860689040154448,0.00994170802190457,0.02320445139180752,0.06356768476844937
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,female,Y025_034,146,319,158.27136542747903,0.06744747841351754,0.01612959551026395,0.04191920952557997,0.1067893130640605
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,female,Y035_049,125,247,140.09432083477094,0.10897100621644011,0.02324754378182653,0.07105702289920963,0.1635530665616641
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,female,Y015_019,113,179,88.59673485038881,0.012797406511590044,0.007892250482282146,0.003795919919627206,0.04223957297939679
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,female,Y020_024,123,231,101.56306301165536,0.05666415263631136,0.0154678338698393,0.032944326518713825,0.09577087509445634
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,female,Y025_029,106,175,87.51567258265872,0.06125809535553968,0.020154266042298988,0.031787965269461524,0.11480978897684307
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,female,Y030_034,102,144,71.91295797291988,0.07379694829162611,0.02271154817947775,0.03988587776737328,0.13255868773523138
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,female,Y035_039,70,94,55.66748946090349,0.11071013769406712,0.03377087520012071,0.05975978187993549,0.1960427823345218
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,female,Y040_044,71,96,53.39794477567485,0.1550799419347317,0.04557840257775022,0.08493815700148954,0.26628874592705987
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_2_demo,Central,all,female,Y045_049,47,57,32.47341966916823,0.0314710717816069,0.017985545395103993,0.010118550778532888,0.09362086370978503
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,both,Y015_049,270,2516,1948.5359781737457,0.17582314259581686,0.010163982144096396,0.15678071670821464,0.1966390790361281
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,both,Y015_024,249,1027,795.356697693214,0.08806428795929197,0.010066918556202656,0.07022824776577545,0.10989478185774323
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,both,Y025_034,251,878,687.3757593756987,0.2382248452198422,0.019445500091076953,0.20222382420568677,0.2783983976775465
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,both,Y035_049,221,611,466.1558206242957,0.23142099869586769,0.019934893329113842,0.19466553584309015,0.27276584148946675
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,both,Y015_019,202,483,381.6327111071729,0.025477899235053517,0.007468499805364321,0.01429153402259299,0.04502022477360452
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,both,Y020_024,218,544,413.97598838698127,0.1437397428249241,0.01681555384866382,0.1138152320770338,0.17993454957546998
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,both,Y025_029,206,490,382.1802242446686,0.21305878473368509,0.021797987512113235,0.17344597314474255,0.25888502119947177
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,both,Y030_034,199,388,305.27024898525286,0.26907778102340385,0.027132133749913648,0.2193100085147997,0.3254314880636698
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,both,Y035_039,153,243,187.4247385516039,0.2346665519178767,0.03300183434135903,0.17620164175334294,0.3053402725755987
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,both,Y040_044,142,213,162.54660587577075,0.25517934680242527,0.03576493001946245,0.19154665706421112,0.33128872293365563
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,both,Y045_049,114,155,116.47195986352554,0.19116873161186118,0.03614477645722937,0.13004107422031203,0.27204492612018855
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,male,Y015_049,260,1076,836.2811989095846,0.15100068718677606,0.013941077415421017,0.12565767233793743,0.18040036745977936
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,male,Y015_024,201,426,331.45401060477116,0.032353993450898684,0.00985098076689476,0.017725927850912697,0.05833673277588809
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,male,Y025_034,194,391,308.58777515300795,0.2097584842480085,0.026523491801237586,0.16246524117442926,0.26643909345400046
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,male,Y035_049,159,259,197.04130418340426,0.24988569777202915,0.03137596394451318,0.19351981789073394,0.31623156098593763
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,male,Y015_019,141,228,183.30511844935455,0.008197122066450924,0.005957468278978803,0.0019617235652239257,0.03358498313890876
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,male,Y020_024,139,198,148.64486206261466,0.05992173608254682,0.019692275460239727,0.03112604827629265,0.11227027994007865
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,male,Y025_029,134,205,160.11498541277572,0.18509158216394112,0.033643191472522975,0.12792910865757848,0.26017570191833755
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,male,Y030_034,129,186,148.49911026335062,0.23586793923465113,0.03827798514255337,0.169141493442809,0.31881711077909425
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,male,Y035_039,82,99,75.46791293133168,0.2679738235466662,0.054904754572807184,0.17458049501953515,0.38785250827072515
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,male,Y040_044,90,113,86.59502329830126,0.2709513713185893,0.05002190309081013,0.18450487503680627,0.37907350292992875
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,male,Y045_049,40,47,35.087061693688625,0.164047892378328,0.05920105455771996,0.07766381829439266,0.3138232034142173
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,male,Y050_054,51,55,45.23050260947187,0.16947604376943481,0.05872055948075229,0.0826393533579445,0.31611673034659776
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,female,Y015_049,265,1440,1130.3751131891,0.19809360068492282,0.011656483886985348,0.17623412551207657,0.22193396816318084
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,female,Y015_024,222,601,468.8300677473418,0.13418998659743048,0.014369960522526445,0.10843526291939212,0.16493018381213193
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,female,Y025_034,219,487,384.70127145324784,0.26570674009640366,0.022458869877037015,0.22406576954354498,0.31197494116456315
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,female,Y035_049,187,352,276.973988127032,0.21439855424426055,0.0218905794816166,0.17460387691308463,0.2604016060026561
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,female,Y015_019,156,255,200.17697272541832,0.04366484566181005,0.013875897199388827,0.0232518495716664,0.0805212328409957
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,female,Y020_024,188,346,268.76321682537605,0.19955195857126998,0.02420616410263334,0.15628724782730627,0.2512272728885667
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,female,Y025_029,171,285,224.94501115999876,0.2367488894716898,0.027872957411464436,0.18650022288903725,0.2956163071565213
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,female,Y030_034,133,202,159.75904410925946,0.30670346456451214,0.035941237388960795,0.2410625926761114,0.3812395708511281
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,female,Y035_039,113,144,113.75157992176199,0.20777043354957175,0.03532495734251695,0.146910326986506,0.28540789011261825
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,female,Y040_044,85,100,78.98766977114327,0.23236693465115044,0.04734148800948257,0.15249252317282116,0.3374219562921078
prevalence,DEMO2004DHS,CY2004Q4,MWI_1_3_demo,Southern,all,female,Y045_049,83,108,85.11596776272027,0.20732140579371144,0.042754629764864216,0.1357492658396722,0.3033825735890525
prevalence,DEMO2004DHS,CY2004Q4,MWI_2_1_demo,Northern,all,both,Y015_049,59,818,682.9000358968342,0.08084591142379016,0.014214361480399354,0.05701045508293906,0.11344781842845018
prevalence,DEMO2004DHS,CY2004Q4,MWI_2_1_demo,Northern,all,both,Y015_024,59,381,320.7521139136491,0.05521357349013285,0.013709953183218793,0.03373619757688503,0.08910317680794078
prevalence,DEMO2004DHS,CY2004Q4,MWI_2_1_demo,Northern,all,both,Y025_034,57,233,189.4694738335326,0.08163347640901923,0.021505486406870243,0.04821881496671872,0.1349213480264729
prevalence,DEMO2004DHS,CY2004Q4,MWI_2_1_demo,Northern,all,both,Y035_049,53,204,172.77406905399647,0.12885068095938812,0.03264485114327334,0.07718878730705482,0.20732135418081415
prevalence,DEMO2004DHS,CY2004Q4,MWI_2_1_demo,Northern,all,both,Y015_019,51,192,161.44911948149738,0.03629755179053524,0.014896563038721819,0.016084237988094933,0.07985167151986153
prevalence,DEMO2004DHS,CY2004Q4,MWI_2_1_demo,Northern,all,both,Y020_024,58,189,159.35183124825093,0.0748574775098684,0.025645332877350286,0.03768228737770066,0.1432482467300199
prevalence,DEMO2004DHS,CY2004Q4,MWI_2_1_demo,Northern,all,both,Y025_029,50,140,113.60310466628664,0.07912332582480067,0.026597110065545986,0.04031955135143839,0.1494561491608368
prevalence,DEMO2004DHS,CY2004Q4,MWI_2_1_demo,Northern,all,both,Y030_034,44,93,75.88766118112129,0.08531089359656077,0.025149710680001075,0.04724681015077898,0.1492375762535379
prevalence,DEMO2004DHS,CY2004Q4,MWI_2_1_demo,Northern,all,both,Y035_039,41,71,60.11805457096836,0.2066345112978394,0.06779768960795496,0.10378159357395011,0.36940520534899435
