area_id,source,calendar_quarter,sex,age_group,population,area_name,asfr
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y060_064,1865.2672804409244,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y065_069,1640.1698491131535,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y070_074,1218.2651475031366,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y075_079,1000.9585135042166,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,female,Y080_999,1269.6165751098677,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y000_004,22637.82010822499,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y005_009,17070.603250112992,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y010_014,15197.85501188361,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y015_019,13128.852386249406,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y020_024,11080.006451083778,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y025_029,8375.17143425758,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y030_034,6601.8205711826695,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y035_039,5592.973738004799,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y040_044,4570.789084387922,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y045_049,3549.7246260362626,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y050_054,2666.9417243307857,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y055_059,2041.7592541331303,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y060_064,1609.0419681469914,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y065_069,1346.39083315767,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y070_074,1003.8469989335033,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y075_079,750.0336888221968,Ntchisi,
MWI_4_10_demo,Census 2018,CY2010Q2,male,Y080_999,923.7342339872596,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y000_004,23461.13283771754,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y005_009,18466.70827189981,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y010_014,16664.93167518136,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y015_019,13938.651203664433,Ntchisi,0.12403465443736016
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y020_024,11869.587005620942,Ntchisi,0.2704927759172676
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y025_029,8736.783962998656,Ntchisi,0.2518327210133653
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y030_034,7414.934542828403,Ntchisi,0.23432181543155392
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y035_039,6373.908898179723,Ntchisi,0.1682413766189072
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y040_044,4897.443274822621,Ntchisi,0.08254917698233499
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y045_049,3520.6706624810727,Ntchisi,0.03236344103800211
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y050_054,2821.9655870455845,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y055_059,2344.371636905775,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y060_064,1857.5627568247614,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y065_069,1748.5294693456874,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y070_074,1218.677769092724,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y075_079,1043.8660040408122,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,female,Y080_999,1271.9006536554675,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y000_004,23417.094018850883,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y005_009,17398.676982984183,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y010_014,15922.767511280847,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y015_019,13534.355137554769,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y020_024,11513.989811764182,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y025_029,8674.426728523049,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y030_034,6815.042176868561,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y035_039,5786.62629288354,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y040_044,4812.112670697852,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y045_049,3662.510789874215,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y050_054,2790.0575121305396,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y055_059,2089.7350424379365,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y060_064,1649.394377684547,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y065_069,1394.6131393551204,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y070_074,1010.9828841288813,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y075_079,767.986837472188,Ntchisi,
MWI_4_10_demo,Census 2018,CY2011Q2,male,Y080_999,944.6032855335396,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y000_004,24017.966349214283,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y005_009,18873.461251162535,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y010_014,17537.9219738785,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y015_019,14346.365988876116,Ntchisi,0.12250137582746624
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y020_024,12459.830546237868,Ntchisi,0.26759152099783934
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y025_029,9039.088668376256,Ntchisi,0.2465505102527344
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y030_034,7655.848374652446,Ntchisi,0.22515998687750505
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y035_039,6641.13166315918,Ntchisi,0.15979584207243566
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y040_044,5134.871959527652,Ntchisi,0.07773784681889732
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y045_049,3650.582201772319,Ntchisi,0.03084890796831284
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y050_054,2882.5853602791776,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y055_059,2448.419135643051,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y060_064,1867.593281446838,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y065_069,1854.2852278343387,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y070_074,1224.5725585125263,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y075_079,1086.7264386274708,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,female,Y080_999,1291.3245100747258,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y000_004,24114.25094915596,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y005_009,17723.084470000507,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y010_014,16714.787638514663,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y015_019,13971.008585502304,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y020_024,11929.26758221567,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y025_029,8980.604877175714,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y030_034,7069.995681406882,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y035_039,6003.091508809805,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y040_044,5054.94886582952,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y045_049,3788.627705179219,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y050_054,2909.061332293612,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y055_059,2150.7443796928783,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y060_064,1690.9312747900526,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y065_069,1451.9711380045317,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y070_074,1020.7291186196267,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y075_079,785.9197757946641,Ntchisi,
MWI_4_10_demo,Census 2018,CY2012Q2,male,Y080_999,961.1318081513234,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y000_004,24577.646984516658,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y005_009,19216.059158394382,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y010_014,18462.77210103601,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y015_019,14825.371215296358,Ntchisi,0.11491944692680588
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y020_024,13017.18904154135,Ntchisi,0.24946929476731883
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y025_029,9358.607416266674,Ntchisi,0.22743244499041465
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y030_034,7954.996287738285,Ntchisi,0.20788187722810952
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y035_039,6902.977535719803,Ntchisi,0.14747498135107018
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y040_044,5362.128789065845,Ntchisi,0.07158682739427305
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y045_049,3792.873345569988,Ntchisi,0.02816881538906277
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y050_054,2964.1168316421385,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y055_059,2546.6176711617636,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y060_064,1893.660946335299,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y065_069,1950.8762574156112,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y070_074,1243.8085190825493,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y075_079,1125.8022956857137,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,female,Y080_999,1325.4861540643724,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y000_004,24798.932345537076,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y005_009,17970.601181105598,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y010_014,17576.6233939104,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y015_019,14459.525614205442,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y020_024,12321.244825258302,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y025_029,9282.239905460809,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y030_034,7366.1871083706055,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y035_039,6247.607997456269,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y040_044,5296.9908135684145,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y045_049,3935.2008380553184,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y050_054,3022.380073337796,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y055_059,2225.8818051531616,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y060_064,1734.4856259195747,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y065_069,1517.5395114554508,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y070_074,1034.3369105840593,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y075_079,799.8435347059017,Ntchisi,
MWI_4_10_demo,Census 2018,CY2013Q2,male,Y080_999,975.3190542681645,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y000_004,24385.639951290814,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y005_009,20336.271615355174,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y010_014,19437.9966786292,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y015_019,15378.037928576592,Ntchisi,0.1139444908267786
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y020_024,13536.535913732423,Ntchisi,0.24192275227183532
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y025_029,9706.497391596606,Ntchisi,0.2171954259435013
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y030_034,8309.23873047343,Ntchisi,0.19688940877234196
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y035_039,7155.720199203695,Ntchisi,0.13765676937495877
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y040_044,5588.584461244216,Ntchisi,0.06638928893527454
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y045_049,3944.434207882993,Ntchisi,0.02601129058350208
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y050_054,3061.540937165795,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y055_059,2631.1394455751374,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y060_064,1948.5598914772122,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y065_069,2034.4072926088984,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y070_074,1276.0347375569252,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y075_079,1157.1875523412962,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,female,Y080_999,1377.9316597014993,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y000_004,24466.000440516284,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y005_009,19250.350738529218,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y010_014,18513.248609751652,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y015_019,15005.660886813419,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y020_024,12689.252664581974,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y025_029,9576.477443273558,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y030_034,7709.131051211614,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y035_039,6528.875004980433,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y040_044,5534.426390991814,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y045_049,4105.961422243543,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y050_054,3125.030148712181,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y055_059,2318.31502389367,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y060_064,1776.197621569161,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y065_069,1594.1560449075112,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y070_074,1044.087857747514,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y075_079,821.5799918414693,Ntchisi,
MWI_4_10_demo,Census 2018,CY2014Q2,male,Y080_999,987.9098186275464,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y000_004,24235.380663326272,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y005_009,21393.452635715923,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y010_014,20449.147415865522,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y015_019,16007.138280158377,Ntchisi,0.111368742969742
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y020_024,14004.96347868238,Ntchisi,0.2313022945187862
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y025_029,10090.199014562622,Ntchisi,0.2072296175231086
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y030_034,8724.334106835477,Ntchisi,0.18652360589213116
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y035_039,7407.775487569633,Ntchisi,0.1301235621355306
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y040_044,5806.714045545067,Ntchisi,0.06328193047974856
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y045_049,4102.218007862274,Ntchisi,0.02477565962962645
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y050_054,3178.718587292813,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y055_059,2713.4592211814906,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y060_064,2016.8148971286773,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y065_069,2108.542276900319,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y070_074,1318.2580694192475,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y075_079,1185.485137037771,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,female,Y080_999,1446.9969550216294,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y000_004,24181.593972866336,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y005_009,20429.257103651118,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y010_014,19529.95213005317,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y015_019,15599.440224324962,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y020_024,13035.741245438063,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y025_029,9860.974751861202,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y030_034,8099.356228833624,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y035_039,6849.8264481656115,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y040_044,5772.971826187704,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y045_049,4294.862645400767,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y050_054,3219.8061186223367,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y055_059,2432.787763092754,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y060_064,1816.0820887795282,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y065_069,1676.828158952196,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y070_074,1062.1322889379694,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y075_079,841.8892120965148,Ntchisi,
MWI_4_10_demo,Census 2018,CY2015Q2,male,Y080_999,996.3721072512475,Ntchisi,
MWI_4_10_demo,Census 2018,CY2016Q2,female,Y000_004,24094.397168193515,Ntchisi,
